血液血管,Part
所有人群，婴幼儿,Age
血液科,Department
儿科,Department
Hb-F碱变性试验,Checklist
骨髓象分析,Checklist
异常红细胞形态,Checklist
红细胞检查,Checklist
红细胞渗透脆性试验,Checklist
气血不足,Symptom
脾肿大,Symptom
头晕,Symptom
皮肤呈浅黄或深金黄色,Symptom
重度贫血,Symptom
贫血,Complication
肝炎,Complication
积聚,Complication
溶血,Complication
鱼鳞病片,Drug
参一胶囊,Drug
康逆胶囊,Drug
1---3个月,Period
30--60%,Rate
子宫内膜癌,Disease
"子宫体癌,子宫癌",Alias
围绝经期和绝经后女性,Age
生殖系统肿瘤检查项目,Checklist
子宫颈涂片测试,Checklist
子宫内膜活检,Checklist
子宫输卵管造影,Checklist
p53基因,Checklist
阴道出血,Symptom
阴道分泌物增多,Symptom
下腹疼痛,Symptom
下腹胀痛,Symptom
下腹部包块,Symptom
子宫肌瘤,Complication
功血,Complication
金鸡颗粒,Drug
金鸡片,Drug
金鸡胶囊,Drug
40%,Rate
动脉硬化,Disease
动脉粥样硬化,Alias
青少年时期发生，中老年时期加重、发病,Age
心血管内科,Department
心胸外科,Department
大生化检查,Checklist
血流变学检查,Checklist
动脉听诊,Checklist
动脉血气分析,Checklist
PaO2,Checklist
头痛,Symptom
心音异常,Symptom
胸痛,Symptom
动脉呈多处伸长扭曲状,Symptom
高血压,Complication
心绞痛,Complication
猝死,Complication
神经衰弱,Complication
活血通脉片,Drug
复方氨基丁酸维...,Drug
长春胺缓释胶囊,Drug
3个月,Period
70%,Rate
扁平疣,Disease
瘊子,Alias
皮肤,Part
儿童青少年，亦常见于成人。,Age
皮肤科,Department
皮肤瘙痒,Symptom
丘疹,Symptom
转移因子胶囊,Drug
十三味菥蓂丸,Drug
五妙水仙膏,Drug
28--42天,Period
神经衰弱,Disease
神经衰弱症，神劳,Alias
16到40岁，脑力劳动者多见,Age
心理咨询,Department
心电图,Checklist
肌电图,Checklist
脑多普勒超声,Checklist
易激惹,Symptom
易疲乏,Symptom
保持睡眠障碍性失眠,Symptom
神经官能症,Symptom
月经不调,Complication
便秘,Complication
植物神经紊乱,Complication
阳痿,Complication
拉肚子,Complication
药物治疗、情绪疗法,Treatment
天麻素胶囊,Drug
泻肝安神丸,Drug
益脑胶囊,Drug
120天,Period
20%(一般在正规综合三甲医院的典型病例治愈,Rate
尿道炎,Disease
尿道炎症,Alias
所有人群，多见于女性,Age
肾内科,Department
阴道毛滴虫检查,Checklist
眼标本的细菌学检查,Checklist
尿道口检查,Checklist
尿道分泌物检查,Checklist
尿常规,Checklist
尿道烧灼感,Symptom
尿道痒感,Symptom
白色黏液状尿,Symptom
尿道刺痒,Symptom
尿道口有白膜形成,Symptom
盆腔炎,Complication
前列腺炎,Complication
附睾炎,Complication
膀胱炎,Complication
尿道狭窄,Complication
复方石韦颗粒,Drug
磷霉素氨丁三醇...,Drug
解毒通淋丸,Drug
15-30天,Period
性欲亢进,Disease
"性欲过盛,性欲过旺",Alias
中年，青年较多发,Age
颅脑CT,Checklist
性激素六项,Checklist
迷走神经兴奋,Symptom
阴茎异常勃起,Symptom
性上瘾,Symptom
心理治疗、药物治疗,Treatment
抑亢丸,Drug
甲亢灵胶囊,Drug
甲亢灵颗粒,Drug
70-80%,Rate
哮喘,Disease
支气管哮喘,Alias
肺,Part
呼吸内科,Department
肺功能,Checklist
皮肤划痕试验,Checklist
皮内试验,Checklist
鼻煽,Symptom
喉鸣声,Symptom
干咳,Symptom
呼吸困难,Symptom
喘息,Symptom
肺气肿,Complication
气胸,Complication
肺水肿,Complication
盐酸氨溴索片,Drug
胆茶碱片,Drug
曲尼司特胶囊,Drug
15天(国内最认可的有效治疗手段的该病治疗,Period
80%(当今的治疗手段可使接近80%的哮喘患者,Rate
尿毒症,Disease
肾,Part
氨基酸,Checklist
阴离子隙,Checklist
血液生化六项,Checklist
少尿,Symptom
肾衰竭,Symptom
食欲下降,Symptom
双肾弥漫性病变,Symptom
双下肢可凹陷性水肿,Symptom
糖尿病,Complication
高钾血症,Complication
保守疗法、血液透析、腹膜透析、肾移植,Treatment
复方α-酮酸片,Drug
吗替麦考酚酯胶...,Drug
他克莫司胶囊,Drug
6个月,Period
10%(治疗后80%可以好转),Rate
流产,Disease
小产,Alias
孕龄女性，怀孕准妈妈,Age
阴道细胞学检查,Checklist
阴道镜,Checklist
阴道分泌物涂片,Checklist
缩宫素激惹试验,Checklist
先兆流产,Symptom
妊娠时伴有腹痛的阴道流血,Symptom
自发性流产,Symptom
难免流产或不可避免流产,Symptom
习惯性流产,Symptom
失血性休克,Complication
休克,Complication
败血症,Complication
盆腔结缔组织炎,Complication
手术治疗,Treatment
孕康颗粒,Drug
注射用绒促性素,Drug
维生素E软胶囊,Drug
7-30天,Period
低血压,Disease
血压过低,Alias
所有人群，经常从事较大运动量的人群如体育运动员、重体力劳动者，而体型瘦长的年轻妇,Age
动态血压监测(ABPM),Checklist
血压测量,Checklist
动态心电图,Checklist
心脏血管超声检查,Checklist
无力,Symptom
疲乏,Symptom
心前区隐痛,Symptom
蹲下起来后眼前发黑,Symptom
眩晕,Complication
尿道癌,Complication
人流后妇科病,Complication
女性尿道癌,Complication
西医药物治疗、中医治疗治疗,Treatment
注射用左卡尼汀,Drug
5-20天,Period
不孕症,Disease
"不孕不育,不孕,女性不孕",Alias
女性生殖,Part
成年人群，孕龄女性,Age
促黄体生成素,Checklist
自身免疫抗体检测,Checklist
不孕不育的免疫学检查,Checklist
不孕不育检查,Checklist
宫颈粘液相合试验,Checklist
阴道不规则出血,Symptom
阴道横隔,Complication
急性子宫内膜炎,Complication
乳腺增生,Complication
早泄,Complication
对症治疗、中医中药治疗、试管培养,Treatment
地屈孕酮片,Drug
天紫红女金胶囊,Drug
散结镇痛胶囊,Drug
2-3月,Period
一般经过特殊治疗后，95%能够治愈,Rate
肾虚,Disease
中老年人群尤其是40岁以上的人群，性生活多的男性,Age
肾功能,Checklist
性欲减退,Symptom
肾虚眩晕,Complication
肾虚腰痛,Complication
肾虚耳鸣,Complication
肾精亏虚,Complication
肾宝片,Drug
四子填精胶囊,Drug
蓉蛾益肾口服液,Drug
10-30天,Period
